genes	Symbol	Entrezid	Genename	logFC.a8_DJvsC.CONC	logFC.a9_JvsC.CONC	logFC.a10_DvsC.CONC	logCPM	F	PValue	FDR
ENSMUSG00000001419	Mef2d	17261	myocyte enhancer factor 2D	0.0664195499082523	-0.0178422624340599	-0.0281331539512633	9.01532453357115	1.00646503270577	0.400541362992172	0.583435647952249
ENSMUSG00000030811	Fbxl19	233902	F-box and leucine-rich repeat protein 19	-0.0895290988982735	-0.0277757368573769	-0.0540603350202824	5.3867949235921	1.00583597795225	0.400819629296569	0.583763964305242
ENSMUSG00000028863	Meaf6	70088	MYST/Esa1-associated factor 6	0.0779142425262843	0.0386242685624409	0.074613106125791	6.35943986392291	1.00575827006942	0.40085401604175	0.583763964305242
ENSMUSG00000030663	1110004F10Rik	56372	RIKEN cDNA 1110004F10 gene	-0.100875963562711	-0.0801444890477006	-0.0178716087212633	6.36315678415034	1.00567648136876	0.400890211494548	0.583763964305242
ENSMUSG00000072762	4930522L14Rik	100041734	RIKEN cDNA 4930522L14 gene	-0.0599457555757912	0.030584740439251	0.139298942833602	2.45192230993356	1.0052485925235	0.401079621356066	0.583888616810676
ENSMUSG00000051022	Hs3st1	15476	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	0.0874946852981422	0.198259148366563	0.126420648208734	2.38927621086557	1.00517832003688	0.401110736036089	0.583888616810676
ENSMUSG00000041945	Mfsd9	211798	major facilitator superfamily domain containing 9	-0.152857477945464	-0.211747950964219	0.0746762565071971	1.72759979861159	1.0051256475426	0.401134059371234	0.583888616810676
ENSMUSG00000022201	Zfr	22763	zinc finger RNA binding protein	0.0785919736801219	0.0456702579445202	0.0825834671329158	7.93063724706306	1.00507303987034	0.401157355231945	0.583888616810676
ENSMUSG00000019737	Syne4	233066	spectrin repeat containing, nuclear envelope family member 4	0.257074181874858	-0.0614637870260083	0.212018852145734	1.58243051596015	1.00496507258995	0.401205169418738	0.583888616810676
ENSMUSG00000030443	Zfp583	213011	zinc finger protein 583	-0.0408952903992038	0.0691512654932033	-0.19111665372442	1.87838953179546	1.00491107134509	0.401229086249041	0.583888616810676
ENSMUSG00000008028	1700008O03Rik	69349	RIKEN cDNA 1700008O03 gene	0.256102907258525	0.467603025652684	0.0735923502766835	-0.020940446292292	1.00483240141634	0.401263931008549	0.583888616810676
ENSMUSG00000038550	Ciart	229599	circadian associated repressor of transcription	-0.0334840792979706	0.162230308284892	-0.0318055800608701	3.74979065499952	1.00487641005062	0.401355208363563	0.583905502784568
ENSMUSG00000044950	Pwwp2a	70802	PWWP domain containing 2A	0.0110961638333294	0.0150698477183126	-0.0623588862054915	5.67596895755824	1.00458742501267	0.401372454405484	0.583905502784568
ENSMUSG00000027087	Itgav	16410	integrin alpha V	0.00868135071855093	-0.157590829419487	-0.0385359751054569	5.99155615241542	1.00654821524934	0.401444232408176	0.583905502784568
ENSMUSG00000055553	Kxd1	75620	KxDL motif containing 1	-0.146274472475426	-0.132342573662502	-0.0429275421971327	4.39347733124697	1.00436176441546	0.401472444559439	0.583905502784568
ENSMUSG00000027968	Larp7	28036	La ribonucleoprotein domain family, member 7	-0.00367902608683715	-0.0461387590646883	0.0687767905532177	4.51175398416156	1.00427349844023	0.401511561340735	0.583905502784568
ENSMUSG00000029253	Cenpc1	12617	centromere protein C1	0.120694262731692	0.048960767072042	0.0533576440607758	5.11432865400917	1.00417606927418	0.401554742983781	0.583905502784568
ENSMUSG00000031442	Mcf2l	17207	mcf.2 transforming sequence-like	-0.0339316456166102	0.0505747972758341	-0.0160979452388325	7.48898179007144	1.00415595061935	0.401563660310605	0.583905502784568
ENSMUSG00000045314	Sowahb	78088	sosondowah ankyrin repeat domain family member B	0.211174222877152	0.18306937105302	0.0156997838138633	1.90170224997982	1.00372813847069	0.401753324910647	0.584108782335317
ENSMUSG00000039356	Exosc2	227715	exosome component 2	-0.0847521552467543	-0.127337872787428	-0.0759831727484562	4.86413782695795	1.00362701293494	0.401798169394221	0.584108782335317
ENSMUSG00000025395	Prim1	19075	DNA primase, p49 subunit	0.00382385830492276	0.127714436087952	0.000935941621117578	3.35891206913546	1.00356203874195	0.401826984830844	0.584108782335317
ENSMUSG00000036814	Slc6a20a	102680	solute carrier family 6 (neurotransmitter transporter), member 20A	0.391481413219657	0.314226102419451	-0.271089149539751	0.0516677575828854	1.00345731373467	0.402019821786702	0.58432922047809
ENSMUSG00000031631	Cfap97	66756	cilia and flagella associated protein 97	-0.0898393801031498	-0.104311223905897	-0.0730435878819047	6.34281833653775	1.00214408617666	0.402456300364865	0.584903706277633
ENSMUSG00000033434	Gtpbp6	107999	GTP binding protein 6 (putative)	-0.184815937844387	-0.130409898618958	-0.0812956525821113	4.6922468328141	1.00224669055816	0.402563080096865	0.58499896068983
ENSMUSG00000042523	Dnal1	105000	dynein, axonemal, light chain 1	0.0488039570941552	-0.000326647804971602	0.0674816617577596	6.70068281937324	1.00173048677575	0.402640032328497	0.585050855127733
ENSMUSG00000040415	Dtx3	80904	deltex 3, E3 ubiquitin ligase	-0.108861438015725	-0.0413299133468309	-0.0334470392575211	7.5971890298179	1.00154770592836	0.402721252722671	0.585108940098711
ENSMUSG00000050332	Amer1	72345	APC membrane recruitment 1	0.0894203849540097	-0.0574199149550861	0.0593346350020782	4.95867099793049	1.00111342868457	0.402914287496397	0.58530462729688
ENSMUSG00000046873	Mbtps2	270669	membrane-bound transcription factor peptidase, site 2	0.0889991555869328	0.100196079400054	0.113116360648972	4.91351766010391	1.00105906076425	0.402938459761831	0.58530462729688
ENSMUSG00000078899	Gm14430	627914	predicted gene 14430	0.150173808938156	0.0849524794880821	0.0859045353602538	7.57758405138661	1.00128065584535	0.403067580053811	0.585432240262451
ENSMUSG00000033790	Tubgcp5	233276	tubulin, gamma complex associated protein 5	-0.0655253704596297	0.0488016479911368	-0.0332500790913251	5.31477764197853	1.00006024911254	0.403382770708385	0.585830055821984
ENSMUSG00000067567	Hdac8	70315	histone deacetylase 8	-0.0825473433867857	0.0456540759308624	-0.0931453823581412	3.05648764283406	0.999844064413017	0.403478996660191	0.585861966311404
ENSMUSG00000035637	Grhpr	76238	glyoxylate reductase/hydroxypyruvate reductase	-0.160716670387722	-0.133579325380481	-0.031070940430595	4.25691239916467	0.999710852800867	0.403538300827509	0.585861966311404
ENSMUSG00000027015	Cybrd1	73649	cytochrome b reductase 1	-0.0550290398460699	-0.00716106940323722	0.206392538218227	2.64434603209722	0.999652187562204	0.403564420373932	0.585861966311404
ENSMUSG00000045268	Zfp691	195522	zinc finger protein 691	0.147311805249022	0.0727672434477414	0.150823262207905	3.28735237071675	0.999639796156661	0.403569937600102	0.585861966311404
ENSMUSG00000064356	ATP8	17706	ATP synthase F0 subunit 8	0.226377514412294	0.200899483762975	0.376367295186414	9.36017219410783	1.00466476652908	0.40389311262474	0.586271124086214
ENSMUSG00000034858	Fam214a	235493	family with sequence similarity 214, member A	0.0484945257908363	0.0162324978425223	-0.0745662231086545	5.61685799523231	0.998637042831689	0.404016636334715	0.58639042388421
ENSMUSG00000073197	5730507C01Rik	236366	RIKEN cDNA 5730507C01 gene	0.215573804349732	0.0364264963526709	0.293801673575295	3.76534280098271	1.00155626403071	0.404114856132749	0.586472976889941
ENSMUSG00000046707	Csnk2a2	13000	casein kinase 2, alpha prime polypeptide	0.101430418839419	0.00514001170112749	0.0524433922188278	4.43016326851443	0.998158578202621	0.40422993686165	0.586563841231624
ENSMUSG00000030600	Lrfn1	80749	leucine rich repeat and fibronectin type III domain containing 1	0.0194956331637182	0.12013344883684	0.133790645142916	3.44038098574327	0.998090794468605	0.404260163239926	0.586563841231624
ENSMUSG00000062785	Kcnc3	16504	potassium voltage gated channel, Shaw-related subfamily, member 3	0.0702303360496994	0.0974415930179888	0.00883514012499634	6.37397299657964	0.99767939143754	0.404443661557094	0.586716749910181
ENSMUSG00000024847	Aip	11632	aryl-hydrocarbon receptor-interacting protein	-0.191667309426537	-0.0818485103112625	-0.0708135460575814	5.90809048733428	0.999647016902355	0.404448265710676	0.586716749910181
ENSMUSG00000062510	Nsl1	381318	NSL1, MIS12 kinetochore complex component	-0.0537571097442241	-0.0318753502346651	-0.291136358272292	1.76495121946606	0.99755972242946	0.404497051752174	0.58672752312437
ENSMUSG00000019920	Lims1	110829	LIM and senescent cell antigen-like domains 1	0.0855671312056831	-0.0299926062171031	-0.046809910590127	5.51413855265949	0.99744364196705	0.404548847020756	0.586742658607141
ENSMUSG00000051515	Fam181b	58238	family with sequence similarity 181, member B	-0.29051406004604	0.116093374587574	-0.184324056267443	0.661298385818703	0.996961552222202	0.404764020435471	0.586994724381271
ENSMUSG00000026121	Sema4c	20353	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C	-0.0348595382601481	0.0853480547607897	-0.00719174899913404	3.84173531411655	0.99646491178559	0.404985796703777	0.587224435165782
ENSMUSG00000027131	Emc4	68032	ER membrane protein complex subunit 4	-0.135011510251334	-0.0434080051106836	-0.0417069429215771	5.83775918956804	0.996331934305758	0.405045196865239	0.587224435165782
ENSMUSG00000043207	Zmpste24	230709	zinc metallopeptidase, STE24	0.120672570001654	0.0704705752017113	0.0816082376824595	5.15642208640024	0.996328788548308	0.405046602149808	0.587224435165782
ENSMUSG00000079364	Gm3558	100041874	predicted gene 3558	-0.306814090167187	-0.378382025414044	0.0121327112027682	0.293388797535569	0.996101733746309	0.405148044581275	0.5873114817525
ENSMUSG00000020594	Pum2	80913	pumilio RNA-binding family member 2	0.0890626100486101	0.0801961683546709	0.0900610741421871	8.34600246591384	0.995963755116177	0.405209701232513	0.587312018503355
ENSMUSG00000030881	Arfip2	76932	ADP-ribosylation factor interacting protein 2	-0.0869689322269895	-0.055975053915043	-0.0114316536002962	6.23886408071118	0.99588254241571	0.405245995628872	0.587312018503355
ENSMUSG00000036957	Lrfn3	233067	leucine rich repeat and fibronectin type III domain containing 3	-0.0372248755730646	-0.00375823072346791	0.116619030572254	3.75654100908642	0.995606504866555	0.405369380308768	0.587312018503355
ENSMUSG00000041907	Gpr45	93690	G protein-coupled receptor 45	0.0859759729351347	0.265381406600087	0.0259844079864479	1.61047148016102	0.995589328622483	0.4053770589582	0.587312018503355
ENSMUSG00000078995	Zfp456	408065	zinc finger protein 456	0.234585936644308	0.063272025620621	0.400596999240726	0.323081010452637	0.995581000068564	0.405380782290244	0.587312018503355
ENSMUSG00000041733	Coq5	52064	coenzyme Q5 methyltransferase	0.135935799708762	0.0212538715334619	0.0580184921088403	5.10260306747048	0.995545127354556	0.405396819764899	0.587312018503355
ENSMUSG00000051098	Mblac2	72852	metallo-beta-lactamase domain containing 2	0.064905550636398	0.12351511532986	0.00595351341965585	4.4317650626192	0.995089955885947	0.405600361381659	0.587546893348333
ENSMUSG00000038965	Ube2l3	22195	ubiquitin-conjugating enzyme E2L 3	-0.0765595200071777	-0.0202231959321106	-0.000813777928689152	6.94582217548912	0.994685749985894	0.405781189968905	0.587748821819368
ENSMUSG00000032348	Gsta4	14860	glutathione S-transferase, alpha 4	0.0177226877417777	0.160324281257305	0.13516569527114	4.00773154250237	0.994456370542363	0.405883839325412	0.587837482865778
ENSMUSG00000034175	Rhbdd3	279766	rhomboid domain containing 3	-0.107757071205778	-0.0202242704132658	-0.128859709676309	3.91257209301032	0.994237756486165	0.405981692943372	0.587865554891565
ENSMUSG00000040667	Nup88	19069	nucleoporin 88	-0.0336863523680762	0.01038832745063	-0.0556770258077203	5.94572756995836	0.994189117020808	0.406003467308457	0.587865554891565
ENSMUSG00000054474	Thnsl2	232078	threonine synthase-like 2 (bacterial)	-0.00172227819363075	-0.078105453236683	0.207054848100102	1.49286502224256	0.994135342472803	0.406027541719128	0.587865554891565
ENSMUSG00000025940	Tmem70	70397	transmembrane protein 70	-0.0980980649831062	-0.124313779788282	-0.147063790443235	4.45587587671993	0.993909162603893	0.406128814677048	0.587952175222839
ENSMUSG00000039278	Pcsk1n	30052	proprotein convertase subtilisin/kexin type 1 inhibitor	-0.1784050104124	-0.0939947973952456	-0.169317800850781	6.73055442201869	0.996249792945963	0.406327987415018	0.588072064669933
ENSMUSG00000061371	Zfp873	408062	zinc finger protein 873	0.16153249149654	0.0299302182080637	0.119373387545229	3.41538795306584	0.993454351267167	0.4063325274911	0.588072064669933
ENSMUSG00000068245	Phf11d	219132	PHD finger protein 11D	-0.439877922372788	-0.363711652215853	-0.356083015903885	0.0698432561003925	0.993362741388454	0.406373571306483	0.588072064669933
ENSMUSG00000095276	Gfy	100039953	golgi-associated olfactory signaling regulator	-0.303187384978873	-0.023428678855852	-0.294724417427401	0.608234585591367	0.993354093339241	0.406377446070728	0.588072064669933
ENSMUSG00000020834	Dhrs13	70451	dehydrogenase/reductase (SDR family) member 13	-0.148207483409851	-0.139088935998864	-0.235020336552568	3.55777429160154	0.993553996869424	0.406436359893308	0.588097327768918
ENSMUSG00000029059	Fam213b	66469	family with sequence similarity 213, member B	-0.202907189379509	-0.0719003355113462	-0.132039953627758	4.73505762033639	0.99394748365433	0.406562272994228	0.588168818015329
ENSMUSG00000062691	Cebpzos	68554	CCAAT/enhancer binding protein (C/EBP), zeta, opposite strand	-0.169886034905763	-0.160653202211346	-0.0262325639111378	4.43513689715533	0.993820284453367	0.406568689514896	0.588168818015329
ENSMUSG00000019738	Polr2i	69920	polymerase (RNA) II (DNA directed) polypeptide I	-0.194379241801427	-0.126458020374961	-0.0343278567404967	3.60454616048597	0.992816304158731	0.406618468542607	0.588180849877172
ENSMUSG00000032261	Sh3bgrl2	212531	SH3 domain binding glutamic acid-rich protein like 2	0.0635490775658735	0.0926052323131972	0.0431278759266255	7.44932696908376	0.992611239191164	0.406710407125354	0.58825385761422
ENSMUSG00000018566	Slc2a4	20528	solute carrier family 2 (facilitated glucose transporter), member 4	-0.536753975479409	0.0723963859258164	-0.215607488437263	-0.225990213407882	0.992424745947958	0.406794035606899	0.588314832207103
ENSMUSG00000047115	Fam221a	231946	family with sequence similarity 221, member A	0.0261107168541316	0.0101300086858688	-0.244643980811731	0.72724768425258	0.992203900895442	0.406893088456176	0.588398099168125
ENSMUSG00000031226	Pbdc1	67683	polysaccharide biosynthesis domain containing 1	-0.0793864845841584	-0.140581622018873	-0.279701114173184	4.23911949753092	0.994882826461054	0.406936598151209	0.588401037750794
ENSMUSG00000020074	Ccar1	67500	cell division cycle and apoptosis regulator 1	0.0736075780180117	-0.0182737456395225	-0.0363215115338734	6.8032992058003	0.991738056109347	0.407102099479021	0.588576930998315
ENSMUSG00000041679	Lrrc29	234684	leucine rich repeat containing 29	-0.417821294008624	0.0637556850440909	-0.162476412465075	-0.0914655897325975	0.991650876040827	0.407141225425523	0.588576930998315
ENSMUSG00000021720	Rnf180	71816	ring finger protein 180	-0.216062284370775	-0.131932589760964	-0.162963968190594	2.16292884198003	0.991513886728729	0.407202712361688	0.588605836311688
ENSMUSG00000035984	Nme5	75533	NME/NM23 family member 5	-0.236227372448496	-0.0517938961059404	-0.0250271438929887	2.66622542989596	0.991334180214623	0.407283385421189	0.588662466182882
ENSMUSG00000029286	Enam	13801	enamelin	-0.277861269093409	0.0553477720905914	-0.533546363152693	0.653969688006779	0.992031334187996	0.407494020660722	0.588790743302398
ENSMUSG00000004266	Ptpn6	15170	protein tyrosine phosphatase, non-receptor type 6	-0.582884204658231	-0.294702590174428	-0.420247084480248	-0.223271834525972	0.990861304413726	0.407495735789214	0.588790743302398
ENSMUSG00000026279	Thap4	67026	THAP domain containing 4	-0.0584899647853462	-0.134479122897823	-0.0104481358620053	4.45377171563036	0.990793648697995	0.407526125556558	0.588790743302398
ENSMUSG00000040351	Ankib1	70797	ankyrin repeat and IBR domain containing 1	0.0917852660372889	0.000183068208103155	-0.0297081608493239	5.62204943203264	0.990733241078384	0.407553261336744	0.588790743302398
ENSMUSG00000063382	Bcl9l	80288	B cell CLL/lymphoma 9-like	0.0177530080532823	-0.0227963889629174	-0.116206061644618	5.29474709081206	0.990674471197514	0.407579662993765	0.588790743302398
ENSMUSG00000005871	Apc	11789	adenomatosis polyposis coli	0.129193662384334	0.118673162231814	0.0256618945270178	8.66317389243266	0.990932810731263	0.407752894139358	0.588981015809076
ENSMUSG00000020990	Cdkl1	71091	cyclin-dependent kinase-like 1 (CDC2-related kinase)	0.177442143263748	0.245895246965959	0.152159825816658	1.60219686348756	0.989820078402216	0.407963663242249	0.589091824559939
ENSMUSG00000033632	AW554918	225289	expressed sequence AW554918	0.0575454235952379	0.00413925099526866	0.0928749351484913	4.89381517613829	0.98981153259214	0.407967505741612	0.589091824559939
ENSMUSG00000039137	Whrn	73750	whirlin	0.102309027021776	0.0700858819861896	0.00889902372260089	7.05735373815954	0.989721740631189	0.408007881369695	0.589091824559939
ENSMUSG00000009376	Met	17295	met proto-oncogene	0.271435422744199	-0.218576600546569	-0.112188991678929	3.28010993185897	0.994283583806749	0.408025537349196	0.589091824559939
ENSMUSG00000025651	Uqcrc1	22273	ubiquinol-cytochrome c reductase core protein 1	-0.129040103940346	-0.0701259932416626	-0.00265210556699477	7.23456576826022	0.990069515441217	0.408037238694907	0.589091824559939
ENSMUSG00000053070	9230110C19Rik	234912	RIKEN cDNA 9230110C19 gene	-0.283594290439712	-0.108951167577309	-0.00150353793425643	1.16877891378592	0.989367432181797	0.408167234055204	0.589219536207095
ENSMUSG00000039199	Zdhhc1	70796	zinc finger, DHHC domain containing 1	0.0568012941979387	0.112009321359199	0.00800070434798059	3.72422113798214	0.989078176247194	0.408297370613605	0.589347425674054
ENSMUSG00000078963	Hsbp1l1	66255	heat shock factor binding protein 1-like 1	0.0663339784180042	0.0592162351536782	0.126474492017177	4.79018342671148	0.988557662272832	0.408531644839135	0.589625588939665
ENSMUSG00000039361	Picalm	233489	phosphatidylinositol binding clathrin assembly protein	0.0818771125670486	-0.0189859912017347	0.0265693953089848	6.93187504868777	0.988149009161382	0.408715657532147	0.589809485309633
ENSMUSG00000074884	Serf2	378702	small EDRK-rich factor 2	-0.0993526375934565	-0.094582831826245	-0.0768601553001683	7.34693292774828	0.98809004625326	0.408742214160369	0.589809485309633
ENSMUSG00000028961	Pgd	110208	phosphogluconate dehydrogenase	-0.0930103626835116	-0.00390373949759672	-0.013946032256398	5.78723320605406	0.987933021024568	0.40881294521814	0.589851550128615
ENSMUSG00000053111	Fank1	66930	fibronectin type 3 and ankyrin repeat domains 1	-0.319686276485279	-0.0327881771980756	0.0800273983512726	0.557509443979002	0.987755182239596	0.40889306496496	0.589856537668873
ENSMUSG00000039704	Lmbrd2	320506	LMBR1 domain containing 2	0.14369923638047	0.0533837601328315	0.102526881684846	5.15120963665318	0.987740761627907	0.408899562345671	0.589856537668873
ENSMUSG00000074182	Znhit6	229937	zinc finger, HIT type 6	0.00574176503248355	-0.0266907667991489	-0.140986978440037	4.13228402040517	0.987522321472862	0.408997994599073	0.589938541065831
ENSMUSG00000051355	Commd1	17846	COMM domain containing 1	-0.134850836877218	-0.0736421912059902	0.0294200615532071	5.72166135756096	0.988764790053719	0.409060603671346	0.589968861700053
ENSMUSG00000034930	Rtkn	20166	rhotekin	-0.0714712569264567	-0.180800344835238	0.0925039403660475	2.10722756294901	0.987229190865246	0.40913011706063	0.590009132928952
ENSMUSG00000027323	Rad51	19361	RAD51 recombinase	-0.148446727246918	0.109872567108976	0.0701252426399354	2.48957637139326	0.98675462685574	0.409344098519696	0.590257713112462
ENSMUSG00000058690	Ccser2	72972	coiled-coil serine rich 2	0.0985676915427137	0.0573402048166536	0.0297480625666088	6.7154873539391	0.986537621862343	0.409441979984258	0.590338848262698
ENSMUSG00000047379	B4gat1	108902	beta-1,4-glucuronyltransferase 1	-0.0313372312080284	-0.0932787003508056	0.0127244094372978	5.67780461493734	0.986114719019136	0.409632793681886	0.59055394422472
ENSMUSG00000031400	G6pdx	14381	glucose-6-phosphate dehydrogenase X-linked	0.000810789593287719	0.00976746069375832	0.0746824729603783	6.34852307972202	0.985705794079741	0.409817376883509	0.590760015086826
ENSMUSG00000060427	Zfp868	234362	zinc finger protein 868	-0.134416125834121	-0.0518016162226896	-0.0822696291619497	4.40404220613772	0.985509973102694	0.409905794410768	0.590827433398817
ENSMUSG00000020770	Unk	217331	unkempt family zinc finger	-0.0396277239929914	0.0386405191531798	-0.0709826905926904	5.41296521661869	0.985075023648217	0.410102245355911	0.591050538719797
ENSMUSG00000021156	Zmynd11	66505	zinc finger, MYND domain containing 11	0.0607200268884357	-0.0328157862766271	0.00717604403008203	7.37925063596061	0.984925653698136	0.410169729959454	0.591087747785943
ENSMUSG00000040836	Gpr161	240888	G protein-coupled receptor 161	0.0472317811166681	-0.268630888959526	-0.0409258725770555	1.5188352295107	0.984519704410358	0.410353186462465	0.591292057202288
ENSMUSG00000018974	Sart3	53890	squamous cell carcinoma antigen recognized by T cells 3	-0.0434382286590848	-0.00807277961095187	0.0383680639650196	5.87907233078542	0.984366505494195	0.410422439318979	0.591331781858524
ENSMUSG00000038582	Pptc7	320717	PTC7 protein phosphatase homolog	0.0746513895723349	0.0579874026967508	0.0152124518937477	6.02027359461406	0.983720350271067	0.41071464681457	0.591592372889665
ENSMUSG00000024497	Pou4f3	18998	POU domain, class 4, transcription factor 3	0.212982400941686	0.249582450452626	0.232323770212448	2.12067207551384	0.98371323476621	0.410717865667646	0.591592372889665
ENSMUSG00000020346	Mgat1	17308	mannoside acetylglucosaminyltransferase 1	0.0344162358069781	0.000763246619528729	0.0838649463051933	7.18799838436499	0.983653205363001	0.410745022177016	0.591592372889665
ENSMUSG00000052293	Taf9	108143	TATA-box binding protein associated factor 9	-0.147307818919581	-0.0418979430030185	-0.095340870820972	5.16324128749631	0.983597737554781	0.410770116520739	0.591592372889665
ENSMUSG00000032469	Dbr1	83703	debranching RNA lariats 1	0.00663101428688875	0.0455686292999464	0.119282952259866	3.92344193531984	0.982981107591549	0.411049180927571	0.59191444983528
ENSMUSG00000027435	Cd93	17064	CD93 antigen	0.183716219443248	-0.142970779956237	0.0570277105630311	2.14633548194283	0.982919216489477	0.411077200040686	0.59191444983528
ENSMUSG00000050271	Prag1	244418	PEAK1 related kinase activating pseudokinase 1	-0.162162322093503	-0.150277049884808	-0.347628007491859	1.86021787670806	0.982708232017398	0.411172729102464	0.59193329588125
ENSMUSG00000020843	Timm22	56322	translocase of inner mitochondrial membrane 22	-0.178098268464899	-0.0440844948614601	-0.0225465554895501	4.70516655909496	0.982856547316981	0.411173741548981	0.59193329588125
ENSMUSG00000051373	Plpp7	227721	phospholipid phosphatase 7 (inactive)	-0.0896249529066826	0.0589248798011563	-0.047129346016312	4.18934770210914	0.982060700338729	0.411466042009526	0.592293990050445
ENSMUSG00000005667	Mthfd2	17768	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	-0.0466385015045533	-0.134819909316005	0.159556019191974	3.07811846769932	0.983160506485247	0.411514734225354	0.592303979273627
ENSMUSG00000029413	Naaa	67111	N-acylethanolamine acid amidase	0.0790970198142091	-0.028610191046148	0.0504578463186235	5.03434073423104	0.981557251588301	0.411694219903611	0.592502201841597
ENSMUSG00000024135	Srbd1	78586	S1 RNA binding domain 1	-0.0292630471384378	0.107253785973977	0.0232630145112852	3.97945808147738	0.981284778178957	0.411817760495459	0.592619877296468
ENSMUSG00000000088	Cox5a	12858	cytochrome c oxidase subunit Va	-0.165081690726708	-0.105697286973988	-0.0532744263277534	5.89705368327766	0.981987123704628	0.412075687518335	0.592930895946354
ENSMUSG00000049764	Zfp280b	64453	zinc finger protein 280B	0.0516572873980641	0.0615493244130212	-0.0151322153772058	5.0081659076448	0.98029329088802	0.412267587068705	0.593003229571198
ENSMUSG00000020895	Tmem107	66910	transmembrane protein 107	-0.205596808891204	-0.177757257319772	-0.142150709854606	3.92158321231832	0.980712021928633	0.412295648670442	0.593003229571198
ENSMUSG00000029098	Acox3	80911	acyl-Coenzyme A oxidase 3, pristanoyl	-0.125475075465523	-0.045327147516877	-0.0781688421059039	5.0772302791918	0.980193904266499	0.412312702063268	0.593003229571198
ENSMUSG00000034714	Ttyh2	117160	tweety family member 2	-0.119070604713623	-0.0536466831819249	-0.0159429046567174	5.39865542151313	0.98016535481423	0.412325662460816	0.593003229571198
ENSMUSG00000028669	Pithd1	66193	PITH (C-terminal proteasome-interacting domain of thioredoxin-like) domain containing 1	-0.0651380776090777	-0.0551542476271239	-0.148583411994098	5.76629996223938	0.980717699816394	0.412334968031179	0.593003229571198
ENSMUSG00000020612	Prkar1a	19084	protein kinase, cAMP dependent regulatory, type I, alpha	0.0785666370390698	0.0352559591575438	0.0476442622585569	8.84387026708316	0.979905437563808	0.412443672183298	0.59309943574174
ENSMUSG00000038848	Ythdf1	228994	YTH domain family 1	-0.0522953836510472	0.00958154269950331	0.0396934909723706	5.83863142857346	0.97948622509215	0.412634070526167	0.593298513710746
ENSMUSG00000029178	Klf3	16599	Kruppel-like factor 3 (basic)	-0.0553019428657567	0.0842582382762174	-0.0245570692952362	3.27021021821218	0.979251217540752	0.412740841126486	0.593298513710746
ENSMUSG00000001983	Taco1	70207	translational activator of mitochondrially encoded cytochrome c oxidase I	-0.10774504502679	-5.87416944188079e-05	0.0755316063199776	3.13940788116387	0.979236506091549	0.412747525783053	0.593298513710746
ENSMUSG00000038605	Samd10	229011	sterile alpha motif domain containing 10	0.00738323592027534	-0.0621387348384234	-0.12783084769609	3.86530041576164	0.979232374658856	0.412749403060155	0.593298513710746
ENSMUSG00000073468	Sft2d1	106489	SFT2 domain containing 1	0.0180262652147138	-0.0911563575205802	-0.0690310334363371	4.38833562917519	0.978829027593578	0.412932716517151	0.593501876039747
ENSMUSG00000021392	Nol8	70930	nucleolar protein 8	0.050643084424221	0.0531487453418744	0.121573354535732	4.80625153770152	0.978692391165683	0.412994831763125	0.593531018477529
ENSMUSG00000019868	Vta1	66201	vesicle (multivesicular body) trafficking 1	-0.0821021814352308	-0.0282294417731379	0.024964448689945	5.13980936192804	0.978495757490565	0.413084236670338	0.593599370077535
ENSMUSG00000078606	Gm4070	100042856	predicted gene 4070	0.229580473917432	-0.796921036063701	-0.54782823641688	1.37323060684174	0.98369769086781	0.413201799258669	0.593635582929318
ENSMUSG00000045624	Esf1	66580	ESF1 nucleolar pre-rRNA processing protein homolog	0.0871729664406043	-0.030361937319815	0.0221756246777601	5.37027939138541	0.978187744885076	0.413224318107479	0.593635582929318
ENSMUSG00000073176	Zfp449	78619	zinc finger protein 449	0.167397226993564	0.0739688870926202	-0.0613358045623884	2.92609166482039	0.978164312200381	0.413234976838222	0.593635582929318
ENSMUSG00000036304	Zdhhc23	332175	zinc finger, DHHC domain containing 23	0.387219757212282	0.454872259134116	0.246284621362457	0.0186576171170364	0.977909908847624	0.413350712200546	0.593685865357822
ENSMUSG00000036073	Galt	14430	galactose-1-phosphate uridyl transferase	-0.121013089588577	-0.0790926260367248	-0.0147784055556182	4.74194534986477	0.977903387943307	0.413353679130072	0.593685865357822
ENSMUSG00000025465	Echs1	93747	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial	-0.125968300493633	-0.0932274862527847	-0.0345877342674235	5.03129567310656	0.977702194899839	0.413445228860047	0.593757239988725
ENSMUSG00000045237	1110012L19Rik	68618	RIKEN cDNA 1110012L19 gene	-0.217972042086144	-0.159492009110357	-0.097552699358563	3.48687171729134	0.977604525304889	0.413489678455351	0.593760965539792
ENSMUSG00000000441	Raf1	110157	v-raf-leukemia viral oncogene 1	-0.0129134747445725	-0.0310336465981656	-0.0597198971705802	6.65159621388582	0.977133904540642	0.413703919067675	0.594008481365794
ENSMUSG00000052563	D930048N14Rik	97775	RIKEN cDNA D930048N14 gene	0.111024425979662	-0.0388692658274231	-0.115469943087391	2.39579244793756	0.9769553190501	0.41378524266272	0.594065120171374
